Unnamed: 0,SystemCodeNumber,Capacity,Occupancy,LastUpdatedDate,LastUpdatedTime,IsSpecialDay,VehicleType,Latitude,Longitude,TrafficConditionNearby,QueueLength,Timestamp
232,BHMBCCMKT01,577,173,16-10-2016,15:57:16,1,bike,28.5,77.15,low,4,2016-10-16 15:57:16
233,BHMBCCMKT01,577,154,16-10-2016,16:31:17,1,car,28.5,77.15,low,3,2016-10-16 16:31:17
234,BHMBCCMKT01,577,50,17-10-2016,08:01:16,0,car,28.5,77.15,low,3,2016-10-17 08:01:16
235,BHMBCCMKT01,577,54,17-10-2016,08:27:16,0,car,28.5,77.15,low,2,2016-10-17 08:27:16
236,BHMBCCMKT01,577,66,17-10-2016,09:01:17,0,car,28.5,77.15,low,1,2016-10-17 09:01:17
237,BHMBCCMKT01,577,76,17-10-2016,09:27:20,0,car,28.5,77.15,low,2,2016-10-17 09:27:20
238,BHMBCCMKT01,577,112,17-10-2016,10:04:20,0,bike,28.5,77.15,low,3,2016-10-17 10:04:20
239,BHMBCCMKT01,577,119,17-10-2016,10:31:16,0,car,28.5,77.15,average,5,2016-10-17 10:31:16
240,BHMBCCMKT01,577,144,17-10-2016,11:04:20,0,car,28.5,77.15,average,5,2016-10-17 11:04:20
241,BHMBCCMKT01,577,153,17-10-2016,11:31:18,0,cycle,28.5,77.15,average,6,2016-10-17 11:31:18
242,BHMBCCMKT01,577,159,17-10-2016,12:04:19,0,cycle,28.5,77.15,high,9,2016-10-17 12:04:19
243,BHMBCCMKT01,577,154,17-10-2016,12:31:21,0,car,28.5,77.15,high,10,2016-10-17 12:31:21
244,BHMBCCMKT01,577,154,17-10-2016,12:57:17,0,bike,28.5,77.15,high,9,2016-10-17 12:57:17
245,BHMBCCMKT01,577,157,17-10-2016,13:31:21,0,car,28.5,77.15,high,8,2016-10-17 13:31:21
246,BHMBCCMKT01,577,161,17-10-2016,14:04:21,0,bike,28.5,77.15,average,4,2016-10-17 14:04:21
247,BHMBCCMKT01,577,147,17-10-2016,14:31:21,0,truck,28.5,77.15,average,4,2016-10-17 14:31:21
248,BHMBCCMKT01,577,133,17-10-2016,14:57:18,0,bike,28.5,77.15,high,7,2016-10-17 14:57:18
249,BHMBCCMKT01,577,121,17-10-2016,15:31:21,0,car,28.5,77.15,low,3,2016-10-17 15:31:21
250,BHMBCCMKT01,577,115,17-10-2016,15:57:17,0,car,28.5,77.15,low,2,2016-10-17 15:57:17
251,BHMBCCMKT01,577,110,17-10-2016,16:28:21,0,car,28.5,77.15,average,3,2016-10-17 16:28:21
252,BHMBCCMKT01,577,57,18-10-2016,08:01:23,0,bike,28.5,77.15,low,3,2016-10-18 08:01:23
253,BHMBCCMKT01,577,60,18-10-2016,08:28:25,0,car,28.5,77.15,low,2,2016-10-18 08:28:25
254,BHMBCCMKT01,577,72,18-10-2016,09:01:23,0,car,28.5,77.15,average,2,2016-10-18 09:01:23
255,BHMBCCMKT01,577,91,18-10-2016,09:28:22,0,car,28.5,77.15,low,2,2016-10-18 09:28:22
256,BHMBCCMKT01,577,145,18-10-2016,10:01:25,0,bike,28.5,77.15,low,4,2016-10-18 10:01:25
257,BHMBCCMKT01,577,178,18-10-2016,10:28:58,0,cycle,28.5,77.15,low,3,2016-10-18 10:28:58
258,BHMBCCMKT01,577,220,18-10-2016,11:01:57,0,car,28.5,77.15,average,7,2016-10-18 11:01:57
259,BHMBCCMKT01,577,228,18-10-2016,11:27:56,0,car,28.5,77.15,average,7,2016-10-18 11:27:56
260,BHMBCCMKT01,577,231,18-10-2016,12:01:59,0,car,28.5,77.15,high,10,2016-10-18 12:01:59
261,BHMBCCMKT01,577,224,18-10-2016,12:27:57,0,car,28.5,77.15,average,7,2016-10-18 12:27:57
262,BHMBCCMKT01,577,237,18-10-2016,13:01:56,0,car,28.5,77.15,high,8,2016-10-18 13:01:56
263,BHMBCCMKT01,577,227,18-10-2016,13:28:57,0,bike,28.5,77.15,high,9,2016-10-18 13:28:57
264,BHMBCCMKT01,577,226,18-10-2016,13:54:59,0,car,28.5,77.15,average,6,2016-10-18 13:54:59
265,BHMBCCMKT01,577,200,18-10-2016,14:27:56,0,bike,28.5,77.15,average,4,2016-10-18 14:27:56
266,BHMBCCMKT01,577,165,18-10-2016,15:01:58,0,car,28.5,77.15,low,4,2016-10-18 15:01:58
267,BHMBCCMKT01,577,157,18-10-2016,15:27:59,0,car,28.5,77.15,low,2,2016-10-18 15:27:59
268,BHMBCCMKT01,577,149,18-10-2016,15:55:00,0,truck,28.5,77.15,low,3,2016-10-18 15:55:00
269,BHMBCCMKT01,577,124,18-10-2016,16:27:54,0,cycle,28.5,77.15,low,2,2016-10-18 16:27:54
270,BHMBCCMKT01,577,49,19-10-2016,08:05:03,0,cycle,28.5,77.15,low,2,2016-10-19 08:05:03
271,BHMBCCMKT01,577,51,19-10-2016,08:25:01,0,bike,28.5,77.15,low,1,2016-10-19 08:25:01
272,BHMBCCMKT01,577,59,19-10-2016,08:58:05,0,bike,28.5,77.15,low,2,2016-10-19 08:58:05
273,BHMBCCMKT01,577,76,19-10-2016,09:32:04,0,bike,28.5,77.15,low,2,2016-10-19 09:32:04
274,BHMBCCMKT01,577,105,19-10-2016,09:58:04,0,truck,28.5,77.15,low,2,2016-10-19 09:58:04
275,BHMBCCMKT01,577,135,19-10-2016,10:25:04,0,bike,28.5,77.15,low,4,2016-10-19 10:25:04
276,BHMBCCMKT01,577,156,19-10-2016,10:59:00,0,bike,28.5,77.15,average,5,2016-10-19 10:59:00
277,BHMBCCMKT01,577,177,19-10-2016,11:25:04,0,car,28.5,77.15,average,6,2016-10-19 11:25:04
278,BHMBCCMKT01,577,181,19-10-2016,11:59:05,0,car,28.5,77.15,average,6,2016-10-19 11:59:05
279,BHMBCCMKT01,577,171,19-10-2016,12:25:00,0,car,28.5,77.15,high,9,2016-10-19 12:25:00
280,BHMBCCMKT01,577,165,19-10-2016,12:58:01,0,cycle,28.5,77.15,high,9,2016-10-19 12:58:01
281,BHMBCCMKT01,577,167,19-10-2016,13:25:03,0,car,28.5,77.15,high,9,2016-10-19 13:25:03
282,BHMBCCMKT01,577,161,19-10-2016,13:58:02,0,cycle,28.5,77.15,average,7,2016-10-19 13:58:02
283,BHMBCCMKT01,577,156,19-10-2016,14:32:03,0,cycle,28.5,77.15,average,4,2016-10-19 14:32:03
284,BHMBCCMKT01,577,144,19-10-2016,14:58:03,0,truck,28.5,77.15,average,5,2016-10-19 14:58:03
285,BHMBCCMKT01,577,127,19-10-2016,15:32:05,0,bike,28.5,77.15,low,2,2016-10-19 15:32:05
286,BHMBCCMKT01,577,117,19-10-2016,15:59:01,0,car,28.5,77.15,low,3,2016-10-19 15:59:01
287,BHMBCCMKT01,577,110,19-10-2016,16:25:03,0,car,28.5,77.15,low,2,2016-10-19 16:25:03
288,BHMBCCMKT01,577,57,22-10-2016,07:59:45,0,car,28.5,77.15,low,2,2016-10-22 07:59:45
289,BHMBCCMKT01,577,59,22-10-2016,08:26:46,0,car,28.5,77.15,low,2,2016-10-22 08:26:46
290,BHMBCCMKT01,577,72,22-10-2016,08:59:44,0,cycle,28.5,77.15,low,2,2016-10-22 08:59:44
291,BHMBCCMKT01,577,93,22-10-2016,09:26:47,0,car,28.5,77.15,low,2,2016-10-22 09:26:47
292,BHMBCCMKT01,577,130,22-10-2016,09:59:44,0,truck,28.5,77.15,low,2,2016-10-22 09:59:44
293,BHMBCCMKT01,577,156,22-10-2016,10:26:47,0,car,28.5,77.15,low,4,2016-10-22 10:26:47
294,BHMBCCMKT01,577,198,22-10-2016,10:59:47,0,truck,28.5,77.15,high,7,2016-10-22 10:59:47
295,BHMBCCMKT01,577,239,22-10-2016,11:32:43,0,cycle,28.5,77.15,average,6,2016-10-22 11:32:43
296,BHMBCCMKT01,577,261,22-10-2016,11:59:46,0,car,28.5,77.15,high,10,2016-10-22 11:59:46
297,BHMBCCMKT01,577,324,22-10-2016,12:32:47,0,bike,28.5,77.15,high,11,2016-10-22 12:32:47
298,BHMBCCMKT01,577,359,22-10-2016,12:59:47,0,car,28.5,77.15,high,11,2016-10-22 12:59:47
299,BHMBCCMKT01,577,380,22-10-2016,13:32:43,0,truck,28.5,77.15,high,10,2016-10-22 13:32:43
300,BHMBCCMKT01,577,408,22-10-2016,13:59:48,0,bike,28.5,77.15,high,10,2016-10-22 13:59:48
301,BHMBCCMKT01,577,430,22-10-2016,14:39:47,0,car,28.5,77.15,average,5,2016-10-22 14:39:47
302,BHMBCCMKT01,577,424,22-10-2016,14:59:48,0,bike,28.5,77.15,average,6,2016-10-22 14:59:48
303,BHMBCCMKT01,577,403,22-10-2016,15:26:49,0,car,28.5,77.15,low,4,2016-10-22 15:26:49
304,BHMBCCMKT01,577,384,22-10-2016,15:59:47,0,car,28.5,77.15,low,3,2016-10-22 15:59:47
305,BHMBCCMKT01,577,340,22-10-2016,16:26:47,0,truck,28.5,77.15,low,3,2016-10-22 16:26:47
306,BHMBCCMKT01,577,47,23-10-2016,07:59:48,1,car,28.5,77.15,low,3,2016-10-23 07:59:48
307,BHMBCCMKT01,577,48,23-10-2016,08:26:51,1,car,28.5,77.15,low,2,2016-10-23 08:26:51
308,BHMBCCMKT01,577,51,23-10-2016,08:59:50,1,bike,28.5,77.15,low,3,2016-10-23 08:59:50
309,BHMBCCMKT01,577,50,23-10-2016,09:26:51,1,bike,28.5,77.15,low,3,2016-10-23 09:26:51
310,BHMBCCMKT01,577,54,23-10-2016,09:59:52,1,bike,28.5,77.15,low,3,2016-10-23 09:59:52
311,BHMBCCMKT01,577,60,23-10-2016,10:26:53,1,bike,28.5,77.15,low,5,2016-10-23 10:26:53
312,BHMBCCMKT01,577,80,23-10-2016,10:59:53,1,car,28.5,77.15,high,8,2016-10-23 10:59:53
313,BHMBCCMKT01,577,107,23-10-2016,11:26:49,1,car,28.5,77.15,average,8,2016-10-23 11:26:49
314,BHMBCCMKT01,577,125,23-10-2016,11:59:50,1,car,28.5,77.15,average,9,2016-10-23 11:59:50
315,BHMBCCMKT01,577,144,23-10-2016,12:26:51,1,bike,28.5,77.15,high,13,2016-10-23 12:26:51
316,BHMBCCMKT01,577,175,23-10-2016,13:06:52,1,car,28.5,77.15,high,12,2016-10-23 13:06:52
317,BHMBCCMKT01,577,192,23-10-2016,13:26:55,1,car,28.5,77.15,high,12,2016-10-23 13:26:55
318,BHMBCCMKT01,577,215,23-10-2016,13:59:53,1,cycle,28.5,77.15,average,9,2016-10-23 13:59:53
319,BHMBCCMKT01,577,226,23-10-2016,14:26:51,1,car,28.5,77.15,average,7,2016-10-23 14:26:51
320,BHMBCCMKT01,577,219,23-10-2016,14:59:53,1,car,28.5,77.15,average,7,2016-10-23 14:59:53
321,BHMBCCMKT01,577,215,23-10-2016,15:26:56,1,cycle,28.5,77.15,low,4,2016-10-23 15:26:56
322,BHMBCCMKT01,577,179,23-10-2016,15:59:54,1,car,28.5,77.15,low,4,2016-10-23 15:59:54
323,BHMBCCMKT01,577,150,23-10-2016,16:26:57,1,car,28.5,77.15,low,4,2016-10-23 16:26:57
324,BHMBCCMKT01,577,47,24-10-2016,07:56:56,0,bike,28.5,77.15,average,2,2016-10-24 07:56:56
325,BHMBCCMKT01,577,55,24-10-2016,08:29:56,0,truck,28.5,77.15,low,1,2016-10-24 08:29:56
326,BHMBCCMKT01,577,62,24-10-2016,09:03:01,0,car,28.5,77.15,low,3,2016-10-24 09:03:01
327,BHMBCCMKT01,577,73,24-10-2016,09:30:01,0,car,28.5,77.15,low,3,2016-10-24 09:30:01
328,BHMBCCMKT01,577,87,24-10-2016,09:55:57,0,car,28.5,77.15,low,3,2016-10-24 09:55:57
329,BHMBCCMKT01,577,114,24-10-2016,10:30:02,0,car,28.5,77.15,average,5,2016-10-24 10:30:02
330,BHMBCCMKT01,577,137,24-10-2016,11:03:03,0,car,28.5,77.15,average,6,2016-10-24 11:03:03
331,BHMBCCMKT01,577,155,24-10-2016,11:29:57,0,car,28.5,77.15,average,6,2016-10-24 11:29:57
332,BHMBCCMKT01,577,173,24-10-2016,12:02:57,0,cycle,28.5,77.15,high,9,2016-10-24 12:02:57
333,BHMBCCMKT01,577,191,24-10-2016,12:30:03,0,car,28.5,77.15,high,9,2016-10-24 12:30:03
334,BHMBCCMKT01,577,198,24-10-2016,12:56:58,0,car,28.5,77.15,high,10,2016-10-24 12:56:58
335,BHMBCCMKT01,577,208,24-10-2016,13:30:03,0,car,28.5,77.15,high,9,2016-10-24 13:30:03
336,BHMBCCMKT01,577,219,24-10-2016,13:56:01,0,cycle,28.5,77.15,average,6,2016-10-24 13:56:01
337,BHMBCCMKT01,577,215,24-10-2016,14:30:02,0,car,28.5,77.15,average,5,2016-10-24 14:30:02
338,BHMBCCMKT01,577,209,24-10-2016,14:56:02,0,bike,28.5,77.15,average,5,2016-10-24 14:56:02
339,BHMBCCMKT01,577,209,24-10-2016,15:32:59,0,bike,28.5,77.15,low,3,2016-10-24 15:32:59
340,BHMBCCMKT01,577,192,24-10-2016,16:00:04,0,bike,28.5,77.15,low,2,2016-10-24 16:00:04
341,BHMBCCMKT01,577,175,24-10-2016,16:33:03,0,car,28.5,77.15,low,2,2016-10-24 16:33:03
342,BHMBCCMKT01,577,54,25-10-2016,08:00:03,0,car,28.5,77.15,low,2,2016-10-25 08:00:03
343,BHMBCCMKT01,577,55,25-10-2016,08:26:08,0,car,28.5,77.15,low,2,2016-10-25 08:26:08
344,BHMBCCMKT01,577,82,25-10-2016,09:00:03,0,bike,28.5,77.15,low,2,2016-10-25 09:00:03
345,BHMBCCMKT01,577,95,25-10-2016,09:19:19,0,car,28.5,77.15,average,3,2016-10-25 09:19:19
346,BHMBCCMKT01,577,129,25-10-2016,09:56:19,0,car,28.5,77.15,low,2,2016-10-25 09:56:19
347,BHMBCCMKT01,577,173,25-10-2016,10:29:19,0,car,28.5,77.15,low,3,2016-10-25 10:29:19
348,BHMBCCMKT01,577,202,25-10-2016,10:56:23,0,bike,28.5,77.15,average,5,2016-10-25 10:56:23
349,BHMBCCMKT01,577,249,25-10-2016,11:29:22,0,car,28.5,77.15,average,6,2016-10-25 11:29:22
350,BHMBCCMKT01,577,290,25-10-2016,12:02:23,0,truck,28.5,77.15,high,10,2016-10-25 12:02:23
351,BHMBCCMKT01,577,303,25-10-2016,12:29:21,0,car,28.5,77.15,high,11,2016-10-25 12:29:21
352,BHMBCCMKT01,577,331,25-10-2016,13:03:20,0,cycle,28.5,77.15,high,10,2016-10-25 13:03:20
353,BHMBCCMKT01,577,345,25-10-2016,13:29:24,0,cycle,28.5,77.15,high,10,2016-10-25 13:29:24
354,BHMBCCMKT01,577,363,25-10-2016,13:56:21,0,car,28.5,77.15,high,10,2016-10-25 13:56:21
355,BHMBCCMKT01,577,365,25-10-2016,14:29:23,0,truck,28.5,77.15,high,7,2016-10-25 14:29:23
356,BHMBCCMKT01,577,340,25-10-2016,15:02:24,0,car,28.5,77.15,low,3,2016-10-25 15:02:24
357,BHMBCCMKT01,577,302,25-10-2016,15:29:22,0,car,28.5,77.15,low,3,2016-10-25 15:29:22
358,BHMBCCMKT01,577,273,25-10-2016,15:56:25,0,bike,28.5,77.15,low,3,2016-10-25 15:56:25
359,BHMBCCMKT01,577,226,25-10-2016,16:29:22,0,car,28.5,77.15,low,2,2016-10-25 16:29:22
360,BHMBCCMKT01,577,56,26-10-2016,07:59:26,0,car,28.5,77.15,low,2,2016-10-26 07:59:26
361,BHMBCCMKT01,577,63,26-10-2016,08:32:27,0,car,28.5,77.15,low,3,2016-10-26 08:32:27
362,BHMBCCMKT01,577,70,26-10-2016,08:59:29,0,car,28.5,77.15,average,2,2016-10-26 08:59:29
363,BHMBCCMKT01,577,87,26-10-2016,09:26:27,0,truck,28.5,77.15,low,3,2016-10-26 09:26:27
364,BHMBCCMKT01,577,108,26-10-2016,09:59:25,0,bike,28.5,77.15,low,3,2016-10-26 09:59:25
365,BHMBCCMKT01,577,125,26-10-2016,10:26:30,0,car,28.5,77.15,low,3,2016-10-26 10:26:30
366,BHMBCCMKT01,577,159,26-10-2016,10:59:30,0,bike,28.5,77.15,high,7,2016-10-26 10:59:30
367,BHMBCCMKT01,577,182,26-10-2016,11:26:28,0,car,28.5,77.15,high,9,2016-10-26 11:26:28
368,BHMBCCMKT01,577,198,26-10-2016,11:59:29,0,car,28.5,77.15,average,6,2016-10-26 11:59:29
369,BHMBCCMKT01,577,205,26-10-2016,12:26:27,0,car,28.5,77.15,high,9,2016-10-26 12:26:27
370,BHMBCCMKT01,577,231,26-10-2016,12:59:31,0,car,28.5,77.15,high,10,2016-10-26 12:59:31
371,BHMBCCMKT01,577,244,26-10-2016,13:26:32,0,car,28.5,77.15,high,9,2016-10-26 13:26:32
372,BHMBCCMKT01,577,260,26-10-2016,13:59:26,0,truck,28.5,77.15,average,7,2016-10-26 13:59:26
373,BHMBCCMKT01,577,267,26-10-2016,14:26:26,0,car,28.5,77.15,average,6,2016-10-26 14:26:26
374,BHMBCCMKT01,577,252,26-10-2016,14:59:30,0,bike,28.5,77.15,average,6,2016-10-26 14:59:30
375,BHMBCCMKT01,577,238,26-10-2016,15:26:30,0,car,28.5,77.15,low,3,2016-10-26 15:26:30
376,BHMBCCMKT01,577,212,26-10-2016,15:59:32,0,car,28.5,77.15,low,3,2016-10-26 15:59:32
377,BHMBCCMKT01,577,180,26-10-2016,16:32:30,0,car,28.5,77.15,low,2,2016-10-26 16:32:30
378,BHMBCCMKT01,577,54,27-10-2016,07:59:33,0,car,28.5,77.15,low,3,2016-10-27 07:59:33
379,BHMBCCMKT01,577,60,27-10-2016,08:32:33,0,truck,28.5,77.15,low,1,2016-10-27 08:32:33
380,BHMBCCMKT01,577,69,27-10-2016,08:59:33,0,bike,28.5,77.15,low,2,2016-10-27 08:59:33
381,BHMBCCMKT01,577,90,27-10-2016,09:32:35,0,truck,28.5,77.15,low,2,2016-10-27 09:32:35
382,BHMBCCMKT01,577,102,27-10-2016,09:59:37,0,bike,28.5,77.15,low,2,2016-10-27 09:59:37
383,BHMBCCMKT01,577,117,27-10-2016,10:25:37,0,bike,28.5,77.15,low,3,2016-10-27 10:25:37
384,BHMBCCMKT01,577,160,27-10-2016,10:59:38,0,bike,28.5,77.15,average,4,2016-10-27 10:59:38
385,BHMBCCMKT01,577,189,27-10-2016,11:32:32,0,car,28.5,77.15,average,6,2016-10-27 11:32:32
386,BHMBCCMKT01,577,207,27-10-2016,11:59:38,0,car,28.5,77.15,average,6,2016-10-27 11:59:38
387,BHMBCCMKT01,577,222,27-10-2016,12:26:35,0,bike,28.5,77.15,high,11,2016-10-27 12:26:35
388,BHMBCCMKT01,577,247,27-10-2016,12:59:36,0,car,28.5,77.15,high,10,2016-10-27 12:59:36
389,BHMBCCMKT01,577,271,27-10-2016,13:32:35,0,car,28.5,77.15,high,9,2016-10-27 13:32:35
390,BHMBCCMKT01,577,279,27-10-2016,13:59:37,0,cycle,28.5,77.15,average,6,2016-10-27 13:59:37
391,BHMBCCMKT01,577,280,27-10-2016,14:26:38,0,car,28.5,77.15,high,8,2016-10-27 14:26:38
392,BHMBCCMKT01,577,266,27-10-2016,14:59:37,0,car,28.5,77.15,average,5,2016-10-27 14:59:37
393,BHMBCCMKT01,577,263,27-10-2016,15:26:33,0,car,28.5,77.15,low,4,2016-10-27 15:26:33
394,BHMBCCMKT01,577,241,27-10-2016,15:59:38,0,truck,28.5,77.15,low,4,2016-10-27 15:59:38
395,BHMBCCMKT01,577,225,27-10-2016,16:26:39,0,car,28.5,77.15,low,2,2016-10-27 16:26:39
396,BHMBCCMKT01,577,57,28-10-2016,08:16:41,0,truck,28.5,77.15,low,1,2016-10-28 08:16:41
397,BHMBCCMKT01,577,57,28-10-2016,08:16:41,0,car,28.5,77.15,low,2,2016-10-28 08:16:41
398,BHMBCCMKT01,577,69,28-10-2016,08:56:40,0,car,28.5,77.15,average,2,2016-10-28 08:56:40
399,BHMBCCMKT01,577,99,28-10-2016,09:29:43,0,bike,28.5,77.15,average,4,2016-10-28 09:29:43
400,BHMBCCMKT01,577,135,28-10-2016,10:02:44,0,car,28.5,77.15,low,3,2016-10-28 10:02:44
401,BHMBCCMKT01,577,171,28-10-2016,10:29:41,0,car,28.5,77.15,low,3,2016-10-28 10:29:41
402,BHMBCCMKT01,577,196,28-10-2016,10:56:43,0,bike,28.5,77.15,average,5,2016-10-28 10:56:43
403,BHMBCCMKT01,577,230,28-10-2016,11:29:44,0,cycle,28.5,77.15,high,9,2016-10-28 11:29:44
404,BHMBCCMKT01,577,262,28-10-2016,12:02:44,0,car,28.5,77.15,average,7,2016-10-28 12:02:44
405,BHMBCCMKT01,577,269,28-10-2016,12:29:45,0,car,28.5,77.15,high,10,2016-10-28 12:29:45
406,BHMBCCMKT01,577,266,28-10-2016,13:02:43,0,car,28.5,77.15,high,9,2016-10-28 13:02:43
407,BHMBCCMKT01,577,275,28-10-2016,13:29:45,0,car,28.5,77.15,high,9,2016-10-28 13:29:45
408,BHMBCCMKT01,577,296,28-10-2016,14:02:39,0,cycle,28.5,77.15,average,5,2016-10-28 14:02:39
409,BHMBCCMKT01,577,290,28-10-2016,14:29:45,0,car,28.5,77.15,average,5,2016-10-28 14:29:45
410,BHMBCCMKT01,577,282,28-10-2016,15:02:43,0,bike,28.5,77.15,low,3,2016-10-28 15:02:43
411,BHMBCCMKT01,577,269,28-10-2016,15:29:41,0,car,28.5,77.15,low,3,2016-10-28 15:29:41
412,BHMBCCMKT01,577,256,28-10-2016,16:02:40,0,car,28.5,77.15,low,2,2016-10-28 16:02:40
413,BHMBCCMKT01,577,220,28-10-2016,16:29:42,0,car,28.5,77.15,low,3,2016-10-28 16:29:42
414,BHMBCCMKT01,577,51,29-10-2016,07:59:48,0,car,28.5,77.15,average,2,2016-10-29 07:59:48
415,BHMBCCMKT01,577,56,29-10-2016,08:26:46,0,car,28.5,77.15,low,1,2016-10-29 08:26:46
416,BHMBCCMKT01,577,66,29-10-2016,08:59:48,0,car,28.5,77.15,low,3,2016-10-29 08:59:48
417,BHMBCCMKT01,577,91,29-10-2016,09:26:50,0,car,28.5,77.15,low,3,2016-10-29 09:26:50
418,BHMBCCMKT01,577,124,29-10-2016,09:59:51,0,car,28.5,77.15,low,3,2016-10-29 09:59:51
419,BHMBCCMKT01,577,164,29-10-2016,10:26:49,0,car,28.5,77.15,low,4,2016-10-29 10:26:49
420,BHMBCCMKT01,577,213,29-10-2016,10:59:46,0,car,28.5,77.15,average,6,2016-10-29 10:59:46
421,BHMBCCMKT01,577,267,29-10-2016,11:25:51,0,car,28.5,77.15,average,7,2016-10-29 11:25:51
422,BHMBCCMKT01,577,314,29-10-2016,12:06:51,0,car,28.5,77.15,high,10,2016-10-29 12:06:51
423,BHMBCCMKT01,577,339,29-10-2016,12:26:46,0,bike,28.5,77.15,high,11,2016-10-29 12:26:46
424,BHMBCCMKT01,577,338,29-10-2016,12:59:51,0,car,28.5,77.15,high,11,2016-10-29 12:59:51
425,BHMBCCMKT01,577,368,29-10-2016,13:26:47,0,car,28.5,77.15,high,10,2016-10-29 13:26:47
426,BHMBCCMKT01,577,366,29-10-2016,13:59:51,0,bike,28.5,77.15,average,7,2016-10-29 13:59:51
427,BHMBCCMKT01,577,374,29-10-2016,14:26:50,0,bike,28.5,77.15,average,6,2016-10-29 14:26:50
428,BHMBCCMKT01,577,414,29-10-2016,14:59:51,0,bike,28.5,77.15,average,6,2016-10-29 14:59:51
429,BHMBCCMKT01,577,417,29-10-2016,15:26:52,0,car,28.5,77.15,low,3,2016-10-29 15:26:52
430,BHMBCCMKT01,577,417,29-10-2016,15:59:51,0,car,28.5,77.15,low,3,2016-10-29 15:59:51
431,BHMBCCMKT01,577,369,29-10-2016,16:26:53,0,car,28.5,77.15,low,2,2016-10-29 16:26:53
432,BHMBCCMKT01,577,43,30-10-2016,07:59:55,1,car,28.5,77.15,low,2,2016-10-30 07:59:55
433,BHMBCCMKT01,577,43,30-10-2016,07:59:55,1,car,28.5,77.15,low,3,2016-10-30 07:59:55
434,BHMBCCMKT01,577,43,30-10-2016,07:59:55,1,car,28.5,77.15,low,3,2016-10-30 07:59:55
435,BHMBCCMKT01,577,44,30-10-2016,08:25:53,1,car,28.5,77.15,low,2,2016-10-30 08:25:53
436,BHMBCCMKT01,577,45,30-10-2016,08:59:52,1,car,28.5,77.15,average,4,2016-10-30 08:59:52
437,BHMBCCMKT01,577,44,30-10-2016,09:25:57,1,truck,28.5,77.15,low,2,2016-10-30 09:25:57
438,BHMBCCMKT01,577,47,30-10-2016,09:59:52,1,car,28.5,77.15,low,2,2016-10-30 09:59:52
439,BHMBCCMKT01,577,61,30-10-2016,10:25:54,1,bike,28.5,77.15,low,4,2016-10-30 10:25:54
440,BHMBCCMKT01,577,84,30-10-2016,10:59:56,1,car,28.5,77.15,average,6,2016-10-30 10:59:56
441,BHMBCCMKT01,577,107,30-10-2016,11:25:55,1,car,28.5,77.15,average,8,2016-10-30 11:25:55
442,BHMBCCMKT01,577,122,30-10-2016,11:59:58,1,car,28.5,77.15,average,7,2016-10-30 11:59:58
443,BHMBCCMKT01,577,142,30-10-2016,12:26:54,1,cycle,28.5,77.15,average,9,2016-10-30 12:26:54
444,BHMBCCMKT01,577,169,30-10-2016,13:06:59,1,bike,28.5,77.15,high,11,2016-10-30 13:06:59
445,BHMBCCMKT01,577,177,30-10-2016,13:25:59,1,car,28.5,77.15,high,12,2016-10-30 13:25:59
446,BHMBCCMKT01,577,182,30-10-2016,13:59:59,1,bike,28.5,77.15,average,9,2016-10-30 13:59:59
447,BHMBCCMKT01,577,183,30-10-2016,14:32:54,1,car,28.5,77.15,average,6,2016-10-30 14:32:54
448,BHMBCCMKT01,577,157,30-10-2016,15:00:00,1,bike,28.5,77.15,average,5,2016-10-30 15:00:00
449,BHMBCCMKT01,577,147,30-10-2016,15:32:59,1,car,28.5,77.15,low,3,2016-10-30 15:32:59
450,BHMBCCMKT01,577,49,31-10-2016,08:00:03,0,car,28.5,77.15,low,2,2016-10-31 08:00:03
451,BHMBCCMKT01,577,58,31-10-2016,08:26:02,0,car,28.5,77.15,low,2,2016-10-31 08:26:02
452,BHMBCCMKT01,577,67,31-10-2016,09:00:00,0,car,28.5,77.15,average,2,2016-10-31 09:00:00
453,BHMBCCMKT01,577,92,31-10-2016,09:26:03,0,bike,28.5,77.15,average,3,2016-10-31 09:26:03
454,BHMBCCMKT01,577,111,31-10-2016,10:00:05,0,cycle,28.5,77.15,low,3,2016-10-31 10:00:05
455,BHMBCCMKT01,577,129,31-10-2016,10:26:02,0,car,28.5,77.15,low,3,2016-10-31 10:26:02
456,BHMBCCMKT01,577,166,31-10-2016,11:00:02,0,car,28.5,77.15,high,8,2016-10-31 11:00:02
457,BHMBCCMKT01,577,178,31-10-2016,11:26:04,0,truck,28.5,77.15,high,8,2016-10-31 11:26:04
458,BHMBCCMKT01,577,198,31-10-2016,12:00:04,0,car,28.5,77.15,high,9,2016-10-31 12:00:04
459,BHMBCCMKT01,577,199,31-10-2016,12:26:06,0,car,28.5,77.15,high,9,2016-10-31 12:26:06
460,BHMBCCMKT01,577,198,31-10-2016,13:00:06,0,car,28.5,77.15,high,10,2016-10-31 13:00:06
461,BHMBCCMKT01,577,201,31-10-2016,13:26:01,0,car,28.5,77.15,high,9,2016-10-31 13:26:01
462,BHMBCCMKT01,577,189,31-10-2016,13:59:47,0,bike,28.5,77.15,high,8,2016-10-31 13:59:47
463,BHMBCCMKT01,577,185,31-10-2016,14:26:05,0,truck,28.5,77.15,average,5,2016-10-31 14:26:05
464,BHMBCCMKT01,577,160,31-10-2016,15:00:03,0,car,28.5,77.15,average,3,2016-10-31 15:00:03
